date,wILI
2009-01-01,0.11527966389832522
2009-01-02,-0.3260574658203734
2009-01-03,-0.34190167859815995
2009-01-04,-0.6725341756610352
2009-01-05,-0.8190976715251819
2009-01-06,-0.8666686144821933
2009-01-07,-0.8935224634367454
2009-01-08,-0.9252365882735971
2009-01-09,-1.0108350130496173
2009-01-10,-1.0149185654509334
2009-01-11,-0.8166368321298783
2009-01-12,-0.8990267685890604
2009-01-13,-0.5886569309572499
2009-01-14,-0.3499478166005907
2009-01-15,-0.24853802130898214
2009-01-16,-0.14637658946089943
2009-01-17,0.1731310806134601
2009-01-18,0.33558292654028765
2009-01-19,0.4638337136961405
2009-01-20,0.7607103316644676
2009-01-21,0.746652929406546
2009-01-22,0.9157951291589442
2009-01-23,1.002433304276719
2009-01-24,0.9390576586804744
2009-01-25,0.9916216782723642
2009-01-26,0.8464445820223402
2009-01-27,0.5698135939084927
2009-01-28,0.5822594316565831
2009-01-29,0.5632003333694282
2009-01-30,0.3304101393534276
2009-01-31,0.19818111527035953
2009-02-01,-0.12889274428073075
2009-02-02,-0.18175227521364207
2009-02-03,-0.49618408120896207
2009-02-04,-0.5390878842133614
2009-02-05,-0.822282205882491
2009-02-06,-0.9956495917183459
2009-02-07,-1.0694398513202137
2009-02-08,-1.0403977399286806
2009-02-09,-0.9071109075878215
2009-02-10,-0.8530844305956343
2009-02-11,-0.8793095425132207
2009-02-12,-0.7119159783033946
2009-02-13,-0.4051090136170958
2009-02-14,-0.3491364744955855
2009-02-15,-0.14197800944654532
2009-02-16,0.1369698156601138
2009-02-17,0.22586442925611588
2009-02-18,0.4349137955696884
2009-02-19,0.6093848232552188
2009-02-20,0.9947351433898658
2009-02-21,0.8329724455795315
2009-02-22,0.7737732418359592
2009-02-23,0.9676850783223405
2009-02-24,0.8299782117552778
2009-02-25,0.9415810751679646
2009-02-26,0.7537226237134249
2009-02-27,0.7411782719832777
2009-02-28,0.5850695051270765
2009-03-01,-0.3901358599786393
2009-03-02,-0.07495086907716446
2009-03-03,0.2076288895169677
2009-03-04,0.2503834237936183
2009-03-05,0.3677016386112593
2009-03-06,0.7879453836780876
2009-03-07,0.9150752129592921
2009-03-08,0.9038408951476204
2009-03-09,0.8708599689647556
2009-03-10,0.999213961091538
2009-03-11,1.0730482829137307
2009-03-12,1.0647062178337507
2009-03-13,0.7624070668319506
2009-03-14,0.7292515063172569
2009-03-15,0.6486736504838827
2009-03-16,0.5382609838406789
2009-03-17,0.15968270507062454
2009-03-18,0.08324392509275895
2009-03-19,0.07630013025520499
2009-03-20,-0.21283506624290466
2009-03-21,-0.4496249124396681
2009-03-22,-0.8152020866906889
2009-03-23,-0.877792901181848
2009-03-24,-0.8754644564924241
2009-03-25,-0.9481156500871549
2009-03-26,-1.2353677612025908
2009-03-27,-1.0998556538407402
2009-03-28,-0.9899039299805128
2009-03-29,-0.47022379172578294
2009-03-30,-0.7453254587016902
2009-03-31,-0.5187905290437941
2009-04-01,0.10605605315717534
2009-04-02,0.017530637894807535
2009-04-03,-0.1021768817818515
2009-04-04,-0.312572086578069
2009-04-05,-0.31101904906112454
2009-04-06,-0.7565312149983658
2009-04-07,-0.9667972890204427
2009-04-08,-1.0514106867952064
2009-04-09,-1.1554196719075709
2009-04-10,-0.9572283243831872
2009-04-11,-0.9541392321702293
2009-04-12,-0.8936245796677501
2009-04-13,-0.673847556335549
2009-04-14,-0.6504297859444534
2009-04-15,-0.4136322545402389
2009-04-16,-0.3253058518061714
2009-04-17,-0.14413088449961853
2009-04-18,0.201744526615673
2009-04-19,0.4161787361950007
2009-04-20,0.431455234596328
2009-04-21,0.6307412172356174
2009-04-22,0.8658950409181833
2009-04-23,1.0751514682048553
2009-04-24,0.8321367747863736
2009-04-25,1.101280024250693
2009-04-26,0.7242783881414043
2009-04-27,0.9129539063661329
2009-04-28,0.6514597537233737
2009-04-29,0.7332535202925446
2009-04-30,0.4774169370256186
2009-05-01,-0.3755333590877506
2009-05-02,-0.1671356051738555
2009-05-03,-0.05825908984895033
2009-05-04,0.27272845518465044
2009-05-05,0.5094665751074129
2009-05-06,0.6874966991924816
2009-05-07,0.6946787253011252
2009-05-08,0.8792153516228911
2009-05-09,0.8927776388791473
2009-05-10,1.135228775596634
2009-05-11,0.8580331923604141
2009-05-12,0.9736803739333378
2009-05-13,0.8727297252016348
2009-05-14,0.5810238987833249
2009-05-15,0.6522544974773257
2009-05-16,0.424656927439783
2009-05-17,0.23214874960940232
2009-05-18,-0.0859247701725308
2009-05-19,-0.3005154079414754
2009-05-20,-0.5969435322759278
2009-05-21,-0.5033690292255365
2009-05-22,-0.8310962081883806
2009-05-23,-0.8246339327732611
2009-05-24,-0.9377627650007575
2009-05-25,-0.9506693292413192
2009-05-26,-0.9094457739685068
2009-05-27,-0.9712486432146239
2009-05-28,-0.7467703103157076
2009-05-29,-0.6730372095449312
2009-05-30,-0.6004611035951762
2009-05-31,-0.3903209171005641
2009-06-01,-0.20952062081754672
2009-06-02,-0.025539603448162234
2009-06-03,0.16102352393574493
2009-06-04,0.4659980878691091
2009-06-05,0.5353878594685095
2009-06-06,0.9109389620545534
2009-06-07,0.8723081453063934
2009-06-08,0.99889711490092
2009-06-09,1.015621564126821
2009-06-10,1.0944187093022137
2009-06-11,1.0748016966486207
2009-06-12,0.6934628575837338
2009-06-13,0.9361068093150151
2009-06-14,0.7118746202486594
2009-06-15,0.36061262482700945
2009-06-16,0.07480943979725163
2009-06-17,0.07828508674575206
2009-06-18,0.03373818228740036
2009-06-19,-0.2806822422234571
2009-06-20,-0.7030786425331923
2009-06-21,-0.7635369196524986
2009-06-22,-0.7695645063264003
2009-06-23,-0.9293010865244983
2009-06-24,-0.9746380699422369
2009-06-25,-0.9830737302648795
2009-06-26,-0.9565721161456415
2009-06-27,-0.8723280850285493
2009-06-28,-0.9422493532942218
2009-06-29,-0.6623106376344449
2009-06-30,-0.477948711625928
2009-07-01,0.28081335865042695
2009-07-02,0.1599340285621333
2009-07-03,-0.05005693198283444
2009-07-04,-0.3329450058757354
2009-07-05,-0.533612126173117
2009-07-06,-0.7630123129867722
2009-07-07,-0.8490747923744122
2009-07-08,-0.9896619845255852
2009-07-09,-0.8829471418219574
2009-07-10,-0.9085887764579119
2009-07-11,-1.0498176273067625
2009-07-12,-0.8379140278198731
2009-07-13,-0.7131030835620998
2009-07-14,-0.6313210180842111
2009-07-15,-0.4707626846815404
2009-07-16,-0.3632327136023401
2009-07-17,-0.09072698905312904
2009-07-18,0.06603622018687795
2009-07-19,0.13641546672718943
2009-07-20,0.34608839691106125
2009-07-21,0.7312242172129653
2009-07-22,0.8067105807695674
2009-07-23,0.8247675678370762
2009-07-24,0.9486849870895857
2009-07-25,1.0805498866034213
2009-07-26,1.0866616277990893
2009-07-27,0.8903515250033853
2009-07-28,0.7143579196134017
2009-07-29,0.7364339494488167
2009-07-30,0.4819550934232068
2009-07-31,0.21670411768265282
2009-08-01,-0.3385405077589758
2009-08-02,-0.054403473227108694
2009-08-03,0.28516794861922967
2009-08-04,0.6562117151468958
2009-08-05,0.660886989215283
2009-08-06,0.7198042390395896
2009-08-07,0.7718085939864848
2009-08-08,1.0809247694111428
2009-08-09,0.8496559161592505
2009-08-10,0.8867961146940926
2009-08-11,1.0359617890942552
2009-08-12,0.8307544596621007
2009-08-13,0.7679014549066487
2009-08-14,0.7246946012040415
2009-08-15,0.4901238400172801
2009-08-16,0.09508258125018898
2009-08-17,-0.13970361272483162
2009-08-18,-0.21529382598084507
2009-08-19,-0.4321453609956909
