date,wILI
1997-10-02,1.10148
1997-10-03,1.070651741759212
1997-10-04,1.0599236215447847
1997-10-05,1.0662180653319164
1997-10-06,1.0864574990958051
1997-10-07,1.1175643488116498
1997-10-08,1.1564610404546485
1997-10-09,1.20007
1997-10-10,1.2453136534229026
1997-10-11,1.2891144266985541
1997-10-12,1.3283947458021539
1997-10-13,1.3600770367088997
1997-10-14,1.3810837253939905
1997-10-15,1.3883372378326246
1997-10-16,1.37876
1997-10-17,1.3510740235579242
1997-10-18,1.3111996629146425
1997-10-19,1.266856858165007
1997-10-20,1.2257655494038717
1997-10-21,1.1956456767260903
1997-10-22,1.184217180226515
1997-10-23,1.1992
1997-10-24,1.2452939841238253
1997-10-25,1.3151186126049752
1997-10-26,1.3982732734328616
1997-10-27,1.4843573545968958
1997-10-28,1.5629702440864894
1997-10-29,1.6237113298910533
1997-10-30,1.6561799999999998
1997-10-31,1.6534598358651424
1997-11-01,1.6225711927879065
1997-11-02,1.5740186195321186
1997-11-03,1.5183066648616068
1997-11-04,1.4659398775401982
1997-11-05,1.4274228063317198
1997-11-06,1.41326
1997-11-07,1.4313565266430093
1997-11-08,1.4792195316952943
1997-11-09,1.5517566799255447
1997-11-10,1.6438756361024505
1997-11-11,1.750484064994701
1997-11-12,1.866489631370988
1997-11-13,1.9868000000000001
1997-11-14,2.106106331615299
1997-11-15,2.2182337708099267
1997-11-16,2.316790958141798
1997-11-17,2.3953865341688267
1997-11-18,2.4476291394489276
1997-11-19,2.4671274145400135
1997-11-20,2.44749
1997-11-21,2.385420741647984
1997-11-22,2.290004306347801
1997-11-23,2.1734205662244666
1997-11-24,2.0478493934030015
1997-11-25,1.9254706600084244
1997-11-26,1.8184642381657505
1997-11-27,1.7390100000000002
1997-11-28,1.6962609641834356
1997-11-29,1.687262735577298
1997-11-30,1.7060340655900723
1997-12-01,1.746593705630244
1997-12-02,1.8029604071062988
1997-12-03,1.8691529214267224
1997-12-04,1.93919
1997-12-05,2.0078104745045717
1997-12-06,2.072633497698694
1997-12-07,2.13199830261058
1997-12-08,2.1842441222684417
1997-12-09,2.227710189700491
1997-12-10,2.26073573793494
1997-12-11,2.28166
1997-12-12,2.29044850806067
1997-12-13,2.2935719908290917
1997-12-14,2.299127476154195
1997-12-15,2.315211991884909
1997-12-16,2.3499225658701617
1997-12-17,2.4113562259588823
1997-12-18,2.50761
1997-12-19,2.6446731025821957
1997-12-20,2.8201034952531585
1997-12-21,3.0293513263003327
1997-12-22,3.2678667440111626
1997-12-23,3.5310998966730884
1997-12-24,3.8145009325735524
1997-12-25,4.11352
1997-12-26,4.42174704079422
1997-12-27,4.725331171015414
1997-12-28,5.00856130027712
1997-12-29,5.255726338192887
1997-12-30,5.45111519437626
1997-12-31,5.579016778440782
1998-01-01,5.6237200000000005
1998-01-02,5.575597218205933
1998-01-03,5.449354590364492
1998-01-04,5.265781723320055
1998-01-05,5.045668223917006
1998-01-06,4.809803698999724
1998-01-07,4.5789777554125966
1998-01-08,4.37398
1998-01-09,4.212060179676504
1998-01-10,4.096308601637409
1998-01-11,4.026275713148204
1998-01-12,4.001511961474373
1998-01-13,4.021567793881404
1998-01-14,4.085993657634784
1998-01-15,4.19434
1998-01-16,4.344047806528285
1998-01-17,4.52412021591386
1998-01-18,4.721450905136694
1998-01-19,4.922933551176757
1998-01-20,5.115461831014017
1998-01-21,5.285929421628442
1998-01-22,5.42123
1998-01-23,5.51227661170307
1998-01-24,5.56605977668966
1998-01-25,5.5935893835061865
1998-01-26,5.605875320699066
1998-01-27,5.613927476814717
1998-01-28,5.628755740399558
1998-01-29,5.661370000000002
1998-01-30,5.718889507592382
1998-01-31,5.792870968872695
1998-02-01,5.870980452966846
1998-02-02,5.940884029000744
1998-02-03,5.990247766100296
1998-02-04,6.006737733391414
1998-02-05,5.978020000000001
1998-02-06,5.895436057635859
1998-02-07,5.7650290883443445
1998-02-08,5.596517696754714
1998-02-09,5.399620487496212
1998-02-10,5.184056065198094
1998-02-11,4.9595430344896085
1998-02-12,4.7358
1998-02-13,4.520907923671773
1998-02-14,4.316397196700364
1998-02-15,4.12216056759448
1998-02-16,3.938090784862804
1998-02-17,3.7640805970140407
1998-02-18,3.6000227525568715
1998-02-19,3.44581
1998-02-20,3.30088323893071
1998-02-21,3.162875973250702
1998-02-22,3.028969857940263
1998-02-23,2.8963465479796775
1998-02-24,2.762187698349248
1998-02-25,2.6236749640292554
1998-02-26,2.4779900000000006
1998-02-27,2.3241706949494016
1998-02-28,2.168679872395951
1998-03-01,2.019836589565757
1998-03-02,1.8859599036849488
1998-03-03,1.7753688719796386
1998-03-04,1.6963825516759499
1998-03-05,1.65732
1998-03-06,1.6629112699014097
1998-03-07,1.703530397223806
1998-03-08,1.7659624135343124
1998-03-09,1.8369923504000585
1998-03-10,1.903405239388171
1998-03-11,1.9519861120657753
1998-03-12,1.96952
1998-03-13,1.9470851292350444
1998-03-14,1.892932503723406
1998-03-15,1.8196063218946585
1998-03-16,1.7396507821783704
1998-03-17,1.6656100830041187
1998-03-18,1.6100284228014705
1998-03-19,1.5854499999999998
1998-03-20,1.5999570178231368
1998-03-21,1.643783698669742
1998-03-22,1.7027022697325354
1998-03-23,1.7624849582042394
1998-03-24,1.8089039912775706
1998-03-25,1.827731596145251
1998-03-26,1.8047400000000002
1998-03-27,1.7308574408718251
1998-03-28,1.6176362001399
1998-03-29,1.481784570020676
1998-03-30,1.3400108427306185
1998-03-31,1.2090233104861785
1998-04-01,1.1055302655038213
1998-04-02,1.0462399999999992
1998-04-03,1.0424031312259991
1998-04-04,1.083439576572407
1998-04-05,1.1533115784646337
1998-04-06,1.235981379328093
1998-04-07,1.3154112215882008
